Unnamed: 0,Drug1 ID,Interaction,Drug2 ID,Drug1_Name,Drug2_Name,Interaction_Level,Interaction_Type
348959,DB00327,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00574,hydromorphone,fenfluramine,Moderate,Synergism
349151,DB06595,the metabolism of (.*) can be decreased when combined with (.*).,DB01110,midostaurin,miconazole,Moderate,Synergism
349270,DB08864,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB08938,rilpivirine,magaldrate,Moderate,Antagonism
349273,DB00491,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00334,miglitol,olanzapine,Moderate,Antagonism
349277,DB01142,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01113,doxepin,papaverine,Unknown,Synergism
349314,DB08895,the metabolism of (.*) can be decreased when combined with (.*).,DB01211,tofacitinib,clarithromycin,Major,Synergism
349329,DB11732,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00470,lasmiditan,dronabinol,Moderate,Synergism
349375,DB00414,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01590,acetohexamide,everolimus,Unknown,Antagonism
349395,DB00091,the risk or severity of nephrotoxicity can be increased when (.*) is combined with (.*).,DB00994,cyclosporine,neomycin,Unknown,Synergism
349398,DB01059,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB11093,norfloxacin,calcium citrate,Unknown,Antagonism
349600,DB00726,(.*) may decrease the sedative activities of (.*).,DB00937,trimipramine,diethylpropion,Moderate,Antagonism
349628,DB00668,the risk or severity of cardiac arrhythmia can be increased when (.*) is combined with (.*).,DB00390,epinephrine,digoxin,Moderate,Synergism
349669,DB01233,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00477,metoclopramide,chlorpromazine,Major,New Adverse
349719,DB00836,the metabolism of (.*) can be decreased when combined with (.*).,DB01241,loperamide,gemfibrozil,Major,Synergism
349723,DB01132,(.*) may decrease the hypoglycemic activities of (.*).,DB00024,pioglitazone,thyrotropin alfa,Moderate,Antagonism
349728,DB09039,the metabolism of (.*) can be decreased when combined with (.*).,DB06717,eliglustat,fosaprepitant,Major,Synergism
349745,DB00373,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB11093,timolol,calcium citrate,Moderate,Antagonism
349933,DB00734,the metabolism of (.*) can be decreased when combined with (.*).,DB09039,risperidone,eliglustat,Moderate,Synergism
349977,DB00334,the metabolism of (.*) can be decreased when combined with (.*).,DB05990,olanzapine,obeticholic acid,Moderate,Synergism
349979,DB00313,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB01081,valproic acid,diphenoxylate,Unknown,Synergism
350039,DB00295,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB01100,morphine,pimozide,Major,New Adverse
350057,DB12942,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00508,lactitol,triflupromazine,Moderate,Antagonism
350111,DB01278,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00887,pramlintide,bumetanide,Moderate,Antagonism
350214,DB00222,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00195,glimepiride,betaxolol,Moderate,Synergism
350228,DB06655,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00717,liraglutide,norethisterone,Moderate,Antagonism
350293,DB09082,the risk or severity of qtc prolongation and ventricular arrhythmias can be increased when (.*) is combined with (.*).,DB00604,vilanterol,cisapride,Moderate,New Adverse
350308,DB06480,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB11855,prucalopride,revefenacin,Unknown,Antagonism
350328,DB09481,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00698,magnesium carbonate,nitrofurantoin,Minor,Synergism
350360,DB00222,the protein binding of (.*) can be decreased when combined with (.*).,DB00991,glimepiride,oxaprozin,Unknown,Synergism
350376,DB00602,the metabolism of (.*) can be decreased when combined with (.*).,DB00673,ivermectin,aprepitant,Unknown,Synergism
350481,DB00697,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00927,tizanidine,famotidine,Major,Synergism
350614,DB01137,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09481,levofloxacin,magnesium carbonate,Moderate,Antagonism
350626,DB00524,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB11110,metolazone,magnesium citrate,Moderate,New Adverse
350664,DB00924,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00486,cyclobenzaprine,nabilone,Moderate,New Adverse
350714,DB11921,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB06292,deflazacort,dapagliflozin,Unknown,Synergism
350763,DB00734,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00470,risperidone,dronabinol,Moderate,Synergism
350956,DB06210,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB01575,eltrombopag,kaolin,Unknown,Antagonism
350981,DB01233,the risk or severity of sedation can be increased when (.*) is combined with (.*).,DB00458,metoclopramide,imipramine,Moderate,Synergism
351078,DB00804,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00373,dicyclomine,timolol,Moderate,Synergism
351084,DB00860,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB01278,prednisolone,pramlintide,Unknown,Synergism
351115,DB00635,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB06372,prednisone,rilonacept,Unknown,Synergism
351201,DB08868,the metabolism of (.*) can be decreased when combined with (.*).,DB00501,fingolimod,cimetidine,Unknown,Synergism
351222,DB00486,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00519,nabilone,trandolapril,Unknown,Synergism
351279,DB00443,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB00839,betamethasone,tolazamide,Moderate,Synergism
351344,DB01226,the risk or severity of myopathy and weakness can be increased when (.*) is combined with (.*).,DB01234,mivacurium,dexamethasone,Moderate,Synergism
351434,DB00774,the risk or severity of hypercalcemia can be increased when (.*) is combined with (.*).,DB00169,hydroflumethiazide,cholecalciferol,Unknown,Synergism
351476,DB00278,(.*) may increase the anticoagulant activities of (.*).,DB00945,argatroban,acetylsalicylic acid,Unknown,Synergism
351478,DB14488,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB06723,ferrous gluconate,aluminum hydroxide,Moderate,Antagonism
351480,DB11130,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB11859,opium,brexanolone,Moderate,New Adverse
351481,DB00782,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00264,propantheline,metoprolol,Moderate,Synergism
351578,DB01133,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09407,tiludronic acid,magnesium chloride,Unknown,Antagonism
351732,DB01098,the metabolism of (.*) can be decreased when combined with (.*).,DB00916,rosuvastatin,metronidazole,Moderate,Synergism
351738,DB01242,the metabolism of (.*) can be decreased when combined with (.*).,DB00501,clomipramine,cimetidine,Unknown,Synergism
351753,DB00916,the metabolism of (.*) can be increased when combined with (.*).,DB00694,metronidazole,daunorubicin,Minor,Antagonism
351851,DB01278,the risk or severity of reduced gastrointestinal motility can be increased when (.*) is combined with (.*).,DB00420,pramlintide,promazine,Moderate,New Adverse
351908,DB00288,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB09265,amcinonide,lixisenatide,Unknown,Synergism
351911,DB01233,the risk or severity of sedation can be increased when (.*) is combined with (.*).,DB00683,metoclopramide,midazolam,Unknown,Synergism
352114,DB00683,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00673,midazolam,aprepitant,Unknown,Synergism
352146,DB00443,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00945,betamethasone,acetylsalicylic acid,Unknown,Synergism
352161,DB00681,the risk or severity of nephrotoxicity and hypocalcemia can be increased when (.*) is combined with (.*).,DB00710,amphotericin b,ibandronate,Moderate,New Adverse
352167,DB00541,the metabolism of (.*) can be decreased when combined with (.*).,DB01110,vincristine,miconazole,Moderate,Synergism
352382,DB01115,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB06292,nifedipine,dapagliflozin,Moderate,New Adverse
352408,DB00635,the risk or severity of electrolyte imbalance can be increased when (.*) is combined with (.*).,DB01324,prednisone,polythiazide,Moderate,New Adverse
352437,DB00046,(.*) may increase the hypoglycemic activities of (.*).,DB00187,insulin lispro,esmolol,Moderate,Synergism
352450,DB01233,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00572,metoclopramide,atropine,Unknown,Antagonism
352496,DB01082,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00493,streptomycin,cefotaxime,Moderate,Synergism
352521,DB01226,the risk or severity of myopathy and weakness can be increased when (.*) is combined with (.*).,DB00860,mivacurium,prednisolone,Moderate,New Adverse
352603,DB00969,the metabolism of (.*) can be decreased when combined with (.*).,DB00224,alosetron,indinavir,Moderate,Synergism
352625,DB05990,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00268,obeticholic acid,ropinirole,Unknown,Synergism
352635,DB00321,the metabolism of (.*) can be decreased when combined with (.*).,DB00501,amitriptyline,cimetidine,Moderate,Synergism
352666,DB00358,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01234,mefloquine,dexamethasone,Moderate,Antagonism
352667,DB00377,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB01191,palonosetron,dexfenfluramine,Major,Synergism
352928,DB00195,the metabolism of (.*) can be decreased when combined with (.*).,DB00470,betaxolol,dronabinol,Moderate,Synergism
352994,DB00904,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00280,ondansetron,disopyramide,Major,Synergism
353298,DB00377,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00953,palonosetron,rizatriptan,Major,Synergism
353386,DB00082,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB08907,pegvisomant,canagliflozin,Moderate,Synergism
353424,DB00508,the risk or severity of constipation can be increased when (.*) is combined with (.*).,DB09272,triflupromazine,eluxadoline,Unknown,Synergism
353441,DB01016,the metabolism of (.*) can be decreased when combined with (.*).,DB00624,glyburide,testosterone,Moderate,Synergism
353491,DB11952,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00641,duvelisib,simvastatin,Unknown,Synergism
353509,DB01132,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06216,pioglitazone,asenapine,Moderate,Antagonism
353559,DB00641,the metabolism of (.*) can be decreased when combined with (.*).,DB00227,simvastatin,lovastatin,Unknown,Synergism
353604,DB00244,the risk or severity of nephrotoxicity can be increased when (.*) is combined with (.*).,DB01172,mesalazine,kanamycin,Unknown,Synergism
353612,DB00887,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01307,bumetanide,insulin detemir,Moderate,Synergism
353783,DB00804,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01036,dicyclomine,tolterodine,Moderate,New Adverse
353848,DB00912,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00537,repaglinide,ciprofloxacin,Major,Synergism
