Unnamed: 0,Drug1 ID,Interaction,Drug2 ID,Drug1_Name,Drug2_Name,Interaction_Level,Interaction_Type,Adverse_Effect
417028,DB12267,the metabolism of (.*) can be decreased when combined with (.*).,DB00641,brigatinib,simvastatin,Moderate,Synergism,Unknown
417041,DB01067,the protein binding of (.*) can be decreased when combined with (.*).,DB00461,glipizide,nabumetone,Moderate,Synergism,Unknown
417188,DB01234,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB00414,dexamethasone,acetohexamide,Moderate,Synergism,Unknown
417256,DB00207,the metabolism of (.*) can be decreased when combined with (.*).,DB00916,azithromycin,metronidazole,Minor,Synergism,Unknown
417287,DB00860,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB15091,prednisolone,upadacitinib,Major,Synergism,Unknown
417308,DB00688,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB06723,mycophenolate mofetil,aluminum hydroxide,Moderate,Antagonism,Unknown
417347,DB00726,(.*) may decrease the sedative activities of (.*).,DB00191,trimipramine,phentermine,Moderate,Antagonism,Unknown
417377,DB04855,the metabolism of (.*) can be increased when combined with (.*).,DB00197,dronedarone,troglitazone,Moderate,Antagonism,Unknown
417395,DB00839,the metabolism of (.*) can be decreased when combined with (.*).,DB01097,tolazamide,leflunomide,Moderate,Synergism,Unknown
417407,DB00331,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00741,metformin,hydrocortisone,Moderate,Antagonism,Unknown
417442,DB00916,the metabolism of (.*) can be increased when combined with (.*).,DB00794,metronidazole,primidone,Moderate,Antagonism,Unknown
417541,DB06655,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00783,liraglutide,estradiol,Moderate,Antagonism,Unknown
417568,DB08907,the metabolism of (.*) can be decreased when combined with (.*).,DB01232,canagliflozin,saquinavir,Moderate,Synergism,Unknown
417605,DB00956,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00574,hydrocodone,fenfluramine,Moderate,Synergism,Unknown
417646,DB01278,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00877,pramlintide,sirolimus,Moderate,Antagonism,Unknown
417680,DB01234,the risk or severity of electrolyte imbalance can be increased when (.*) is combined with (.*).,DB00562,dexamethasone,benzthiazide,Moderate,New Adverse,Electrolyte imbalance
417817,DB01030,the excretion of (.*) can be decreased when combined with (.*).,DB01137,topotecan,levofloxacin,Minor,Synergism,Unknown
417834,DB01233,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00850,metoclopramide,perphenazine,Major,New Adverse,Adverse effects
417861,DB06480,the serum concentration of (.*) can be increased when it is combined with (.*).,DB01167,prucalopride,itraconazole,Minor,Synergism,Unknown
417890,DB01211,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB06402,clarithromycin,telavancin,Moderate,Synergism,Unknown
417912,DB00393,the metabolism of (.*) can be decreased when combined with (.*).,DB00673,nimodipine,aprepitant,Moderate,Synergism,Unknown
417979,DB01105,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00412,sibutramine,rosiglitazone,Moderate,Synergism,Unknown
418019,DB00377,the metabolism of (.*) can be decreased when combined with (.*).,DB00976,palonosetron,telithromycin,Moderate,Synergism,Unknown
418106,DB08864,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09104,rilpivirine,magnesium hydroxide,Moderate,Antagonism,Unknown
418293,DB00182,the serum concentration of (.*) can be increased when it is combined with (.*).,DB09104,amphetamine,magnesium hydroxide,Moderate,Synergism,Unknown
418356,DB00197,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00218,troglitazone,moxifloxacin,Moderate,Synergism,Unknown
418401,DB08826,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB11248,deferiprone,zinc gluconate,Moderate,Antagonism,Unknown
418409,DB01285,the risk or severity of fluid retention can be increased when (.*) is combined with (.*).,DB00621,corticotropin,oxandrolone,Moderate,New Adverse,Fluid retention
418429,DB06772,the metabolism of (.*) can be decreased when combined with (.*).,DB01098,cabazitaxel,rosuvastatin,Moderate,Synergism,Unknown
418473,DB00902,(.*) may decrease the sedative activities of (.*).,DB00937,methdilazine,diethylpropion,Moderate,Antagonism,Unknown
418498,DB09104,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00698,magnesium hydroxide,nitrofurantoin,Minor,Synergism,Unknown
418510,DB11130,the metabolism of (.*) can be decreased when combined with (.*).,DB04861,opium,nebivolol,Moderate,Synergism,Unknown
418547,DB01064,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00635,isoprenaline,prednisone,Minor,Antagonism,Unknown
418784,DB01105,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00315,sibutramine,zolmitriptan,Major,Synergism,Unknown
418821,DB00261,the metabolism of (.*) can be decreased when combined with (.*).,DB00969,anagrelide,alosetron,Moderate,Synergism,Unknown
418843,DB01337,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00653,pancuronium,magnesium sulfate,Moderate,Synergism,Unknown
418896,DB00581,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB11113,lactulose,castor oil,Moderate,New Adverse,Adverse effects
419104,DB00635,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB00252,prednisone,phenytoin,Moderate,Antagonism,Unknown
419122,DB00782,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01075,propantheline,diphenhydramine,Moderate,Synergism,Unknown
419178,DB01222,the metabolism of (.*) can be decreased when combined with (.*).,DB01118,budesonide,amiodarone,Moderate,Synergism,Unknown
419210,DB00839,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00524,tolazamide,metolazone,Moderate,Antagonism,Unknown
419250,DB00714,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01105,apomorphine,sibutramine,Moderate,New Adverse,Adverse effects
419378,DB01246,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00486,alimemazine,nabilone,Moderate,Synergism,Unknown
419432,DB00704,the metabolism of (.*) can be decreased when combined with (.*).,DB06589,naltrexone,pazopanib,Moderate,Synergism,Unknown
419450,DB00349,the metabolism of (.*) can be increased when combined with (.*).,DB00197,clobazam,troglitazone,Moderate,Antagonism,Unknown
419585,DB09291,the metabolism of (.*) can be decreased when combined with (.*).,DB01263,rolapitant,posaconazole,Moderate,Synergism,Unknown
419658,DB09038,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB08815,empagliflozin,lurasidone,Moderate,Antagonism,Unknown
419681,DB06655,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00779,liraglutide,nalidixic acid,Moderate,Synergism,Unknown
419802,DB00377,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00433,palonosetron,prochlorperazine,Moderate,Synergism,Unknown
419811,DB00777,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00782,propiomazine,propantheline,Moderate,New Adverse,Adverse effects
419842,DB00927,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB04844,famotidine,tetrabenazine,Moderate,Synergism,Unknown
419849,DB05239,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB01234,cobimetinib,dexamethasone,Major,Antagonism,Unknown
419886,DB00092,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01234,alefacept,dexamethasone,Moderate,Synergism,Unknown
420007,DB00776,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00486,oxcarbazepine,nabilone,Moderate,Synergism,Unknown
420020,DB00672,(.*) may decrease the hypoglycemic activities of (.*).,DB01320,chlorpropamide,fosphenytoin,Moderate,Antagonism,Unknown
420032,DB00836,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB06708,loperamide,lumefantrine,Moderate,Synergism,Unknown
420085,DB01124,(.*) may increase the hypoglycemic activities of (.*).,DB06203,tolbutamide,alogliptin,Moderate,Synergism,Unknown
420119,DB00889,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB00953,granisetron,rizatriptan,Major,Synergism,Unknown
420160,DB00366,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB11315,doxylamine,methscopolamine,Moderate,New Adverse,Adverse effects
420168,DB00598,the risk or severity of tachycardia can be increased when (.*) is combined with (.*).,DB04843,labetalol,mepenzolate,Moderate,Synergism,Unknown
420194,DB01156,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00800,bupropion,fenoldopam,Moderate,Synergism,Unknown
420209,DB00540,the metabolism of (.*) can be decreased when combined with (.*).,DB09291,nortriptyline,rolapitant,Moderate,Synergism,Unknown
420321,DB01193,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB13231,acebutolol,calcium lactate,Moderate,Antagonism,Unknown
420334,DB00245,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB11315,benzatropine,methscopolamine,Moderate,New Adverse,Adverse effects
420377,DB00331,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00827,metformin,cinoxacin,Moderate,Synergism,Unknown
420392,DB01222,the risk or severity of gastrointestinal irritation can be increased when (.*) is combined with (.*).,DB00991,budesonide,oxaprozin,Moderate,New Adverse,Gastrointestinal irritation
420416,DB01156,the risk or severity of seizure can be increased when (.*) is combined with (.*).,DB01100,bupropion,pimozide,Major,Synergism,Unknown
420502,DB01050,(.*) may increase the hyperkalemic activities of (.*).,DB11098,ibuprofen,potassium bicarbonate,Moderate,Synergism,Unknown
420509,DB00708,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB01191,sufentanil,dexfenfluramine,Major,Synergism,Unknown
420560,DB05271,(.*) may increase the sedative activities of (.*).,DB01105,rotigotine,sibutramine,Moderate,Synergism,Unknown
420616,DB05316,the metabolism of (.*) can be increased when combined with (.*).,DB01110,pimavanserin,miconazole,Moderate,Antagonism,Unknown
420636,DB00703,the risk or severity of dehydration can be increased when (.*) is combined with (.*).,DB12942,methazolamide,lactitol,Moderate,Synergism,Unknown
420705,DB01137,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB14520,levofloxacin,tetraferric tricitrate decahydrate,Moderate,Antagonism,Unknown
420862,DB00497,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00904,oxycodone,ondansetron,Moderate,New Adverse,CNS depression
420904,DB00458,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00470,imipramine,dronabinol,Moderate,Synergism,Unknown
420914,DB00773,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00641,etoposide,simvastatin,Moderate,Synergism,Unknown
420924,DB00491,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00977,miglitol,ethinylestradiol,Moderate,Antagonism,Unknown
421141,DB09038,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00046,empagliflozin,insulin lispro,Moderate,Synergism,Unknown
421200,DB00030,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB08907,insulin human,canagliflozin,Moderate,Synergism,Unknown
421242,DB00630,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB13231,alendronic acid,calcium lactate,Moderate,Antagonism,Unknown
421273,DB00512,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB15066,vancomycin,givosiran,Moderate,Synergism,Unknown
421335,DB06335,the excretion of (.*) can be decreased when combined with (.*).,DB00286,saxagliptin,conjugated estrogens,Moderate,Synergism,Unknown
421357,DB01233,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01105,metoclopramide,sibutramine,Moderate,New Adverse,Adverse effects
421359,DB11963,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00448,dacomitinib,lansoprazole,Major,Antagonism,Unknown
